word,count
charm,10554644.0
chart,35027490.0
chase,10971945.0
chasm,517410.0
cheap,97049762.0
cheat,9903572.0
check,244491090.0
cheek,2681029.0
cheer,3648929.0
chess,8293823.0
chest,13516414.0
chick,7771502.0
chide,66368.0
chief,45699591.0
child,119747393.0
chili,4553187.0
chill,4489643.0
chime,1115076.0
china,124472054.0
chirp,240510.0
chock,508651.0
choir,5156247.0
choke,1448146.0
chord,3123447.0
chore,565322.0
chose,9409845.0
chuck,9574825.0
chump,270215.0
chunk,2371231.0
churn,694218.0
chute,834005.0
cider,1743446.0
cigar,3993843.0
cinch,427247.0
circa,3475462.0
civic,10283668.0
civil,49495349.0
clack,246726.0
claim,40085342.0
clamp,3639509.0
clang,187651.0
clank,265523.0
clash,3531117.0
clasp,1354393.0
class,191087771.0
clean,45381752.0
clear,88447610.0
cleat,371970.0
cleft,787981.0
clerk,11923960.0
click,536746424.0
cliff,5898886.0
climb,5697476.0
cling,946281.0
clink,164177.0
cloak,1450056.0
clock,26624872.0
clone,9284578.0
close,107853068.0
cloth,9764137.0
cloud,11337220.0
clout,639706.0
clove,698870.0
clown,3081501.0
cluck,134048.0
clued,125391.0
clump,345355.0
clung,365864.0
coach,24514961.0
coast,47716394.0
cobra,4412823.0
cocoa,3557169.0
colon,5494297.0
color,112965658.0
comet,3116034.0
comfy,1245404.0
comic,16695850.0
comma,2711522.0
conch,379190.0
condo,6444848.0
conic,216832.0
copse,90567.0
coral,8818272.0
corer,96129.0
corny,378659.0
couch,4581367.0
cough,3451640.0
could,302311431.0
count,40345803.0
coupe,4874541.0
court,127719981.0
coven,295821.0
cover,94501729.0
covet,219812.0
covey,720367.0
cower,95006.0
coyly,52174.0
crack,16633701.0
craft,16528294.0
cramp,402123.0
crane,4888961.0
crank,2185208.0
crash,15302627.0
crass,408565.0
crate,2336818.0
crave,1199466.0
crawl,2859784.0
craze,962477.0
crazy,23032837.0
creak,124122.0
cream,25898758.0
credo,446499.0
creed,3398609.0
creek,38159464.0
creep,1811981.0
creme,1724183.0
crepe,768351.0
crept,588735.0
cress,279364.0
crest,5477034.0
crick,362258.0
cried,4352198.0
crier,374599.0
crime,40361756.0
crimp,640746.0
crisp,3880385.0
croak,169181.0
crock,918524.0
crone,229759.0
crony,137861.0
crook,1067661.0
cross,74230978.0
croup,149483.0
crowd,11409218.0
crown,16651038.0
crude,5119129.0
cruel,4180956.0
crumb,673404.0
crump,328553.0
crush,3576348.0
crust,2267452.0
crypt,1904607.0
cubic,5774261.0
cumin,612220.0
curio,506765.0
curly,2231026.0
curry,4029540.0
curse,3982181.0
curve,11071177.0
curvy,360365.0
cutie,3305791.0
cyber,9289150.0
cycle,29585286.0
cynic,525906.0
daddy,9211193.0
daily,105837757.0
dairy,8781961.0
daisy,5124326.0
dally,142954.0
dance,51147967.0
dandy,1098188.0
datum,2226219.0
daunt,38855.0
dealt,6174968.0
death,83216831.0
debar,52384.0
debit,4633794.0
debug,9581095.0
debut,7220643.0
decal,2311933.0
decay,4956622.0
decor,12098868.0
decoy,514956.0
decry,203238.0
defer,1207925.0
deign,94806.0
deity,1262430.0
delay,21911190.0
delta,28051872.0
delve,640909.0
demon,4602331.0
demur,45556.0
denim,4737554.0
dense,5225392.0
depot,9688338.0
depth,31879926.0
derby,6319608.0
deter,1887521.0
detox,2297343.0
deuce,970434.0
devil,12869511.0
diary,14922472.0
dicey,161963.0
digit,6991045.0
dilly,161256.0
dimly,342692.0
diner,2261961.0
dingo,420174.0
dingy,255349.0
diode,1897828.0
dirge,384505.0
dirty,16101662.0
disco,7067687.0
ditch,2373753.0
ditto,1386002.0
ditty,281979.0
diver,2452406.0
dizzy,1424316.0
dodge,14768509.0
dodgy,571643.0
dogma,1016614.0
doing,80821946.0
dolly,2266400.0
donor,7096675.0
donut,836168.0
dopey,169040.0
doubt,20311261.0
dough,3032657.0
dowdy,161797.0
dowel,285802.0
downy,288639.0
dowry,275011.0
dozen,9776227.0
draft,35033621.0
drain,6411642.0
drake,4373046.0
drama,20939845.0
drank,1777243.0
drape,484861.0
drawl,112289.0
drawn,14827380.0
dread,1649823.0
dream,33518573.0
dress,27318959.0
dried,6331606.0
drier,679179.0
drift,3889505.0
drill,8248787.0
drink,29254937.0
drive,107799371.0
droit,750988.0
droll,196087.0
drone,725818.0
drool,539170.0
droop,156194.0
dross,154345.0
drove,5545848.0
drown,1156106.0
druid,1160196.0
drunk,10519219.0
dryer,5592001.0
dryly,96792.0
duchy,339003.0
dully,66436.0
dummy,3230609.0
dumpy,88067.0
dunce,112570.0
dusky,390563.0
dusty,2339959.0
dutch,19000979.0
duvet,1567578.0
dwarf,3072068.0
dwell,2014411.0
dwelt,512083.0
dying,9123557.0
eager,4175668.0
eagle,16785232.0
early,100013194.0
earth,61059905.0
easel,791426.0
eaten,3412832.0
eater,1702828.0
ebony,14831025.0
eclat,123738.0
edict,382916.0
edify,69341.0
eerie,772484.0
egret,394773.0
eight,32567724.0
eject,935010.0
eking,26695.0
elate,16161.0
elbow,3484326.0
elder,7299470.0
elect,5748899.0
elegy,295636.0
elfin,168528.0
elide,23795.0
elite,12673836.0
elope,74984.0
elude,215496.0
email,443949646.0
embed,1217930.0
ember,488846.0
emcee,294621.0
empty,26206017.0
enact,1263603.0
endow,195844.0
enema,1329511.0
enemy,14084182.0
enjoy,50141455.0
ennui,145576.0
ensue,347067.0
enter,119394206.0
entry,80717798.0
envoy,1574245.0
epoch,1680235.0
epoxy,1908076.0
equal,34832354.0
equip,4044391.0
erase,3086642.0
erect,2057313.0
erode,774411.0
error,89396475.0
erupt,300083.0
essay,11750312.0
ester,1581770.0
ether,1877315.0
ethic,1333320.0
ethos,946491.0
etude,338721.0
evade,605626.0
event,125515260.0
every,189325890.0
evict,211591.0
evoke,804417.0
exact,22304937.0
exalt,193526.0
excel,14133468.0
exert,1109622.0
exile,2801261.0
exist,25349128.0
expel,467751.0
extol,149713.0
extra,59377307.0
exult,151420.0
eying,31044.0
fable,1678751.0
facet,1221287.0
faint,2565744.0
fairy,6435300.0
faith,35936559.0
false,33476460.0
fancy,8777135.0
fanny,1516099.0
farce,727546.0
fatal,6779744.0
fatty,5363547.0
fault,13112664.0
fauna,2298940.0
favor,11867822.0
feast,4166016.0
fecal,1032064.0
feign,116753.0
fella,639391.0
felon,392714.0
femme,2521124.0
femur,446209.0
fence,6796605.0
feral,897865.0
ferry,9208954.0
fetal,3127968.0
fetch,2897593.0
fetid,75712.0
fetus,1744267.0
fever,8582665.0
fewer,10792786.0
fiber,15530318.0
fibre,5134463.0
ficus,278867.0
field,135289140.0
fiend,670385.0
fiery,1838655.0
fifth,16255266.0
fifty,8133138.0
fight,30784313.0
filer,702264.0
filet,550472.0
filly,499537.0
filmy,657205.0
filth,2077997.0
final,97649084.0
finch,1816047.0
finer,1455912.0
first,578161543.0
fishy,658490.0
fixer,554896.0
fizzy,194519.0
fjord,387543.0
flack,408860.0
flail,155382.0
flair,1924190.0
flake,847014.0
flaky,442666.0
flame,8527495.0
flank,910609.0
flare,2190533.0
flash,68391647.0
flask,1150132.0
fleck,454043.0
fleet,10364423.0
flesh,6768724.0
flick,2226500.0
flier,542812.0
fling,682999.0
flint,3230800.0
flirt,1817719.0
float,8808655.0
flock,2585098.0
flood,13979267.0
floor,53759851.0
flora,4756211.0
floss,1013783.0
flour,5162842.0
flout,72396.0
flown,1749635.0
fluff,814535.0
fluid,12943336.0
fluke,1168887.0
flume,173970.0
flung,838045.0
flunk,79790.0
flush,5625285.0
flute,4090740.0
flyer,5718564.0
foamy,226531.0
focal,5844761.0
focus,65626732.0
foggy,704386.0
foist,55908.0
folio,1842202.0
folly,1367992.0
foray,499808.0
force,79199815.0
forge,5226805.0
forgo,340426.0
forte,1795408.0
forth,20149609.0
forty,7415064.0
forum,254478181.0
found,232005894.0
foyer,1042532.0
frail,696174.0
frame,46079991.0
frank,31392284.0
fraud,15378751.0
freak,3908219.0
freed,2683280.0
freer,534734.0
fresh,38781893.0
friar,422181.0
fried,4364192.0
frill,99652.0
frisk,152512.0
fritz,2309089.0
frock,185379.0
frond,86555.0
front,100886343.0
frost,5940685.0
froth,278469.0
frown,742356.0
froze,594804.0
fruit,22767191.0
fudge,1969555.0
fugue,400733.0
fully,48616832.0
fungi,2000715.0
funky,5587279.0
funny,34281806.0
furor,177433.0
furry,1887389.0
fussy,435961.0
fuzzy,5241931.0
gaffe,132748.0
gaily,131276.0
gamer,3144985.0
gamma,35426622.0
gamut,553397.0
gassy,63283.0
gaudy,248813.0
gauge,9952466.0
gaunt,338487.0
gauze,556178.0
gavel,352668.0
gawky,31136.0
gayer,62075.0
gayly,29264.0
gazer,129741.0
gecko,1230211.0
geeky,987806.0
geese,1299115.0
genie,1627726.0
genre,22344091.0
ghost,14490042.0
ghoul,247064.0
giant,17098874.0
giddy,483433.0
gipsy,387772.0
girly,778626.0
girth,492919.0
given,125542966.0
giver,698546.0
glade,1168016.0
gland,2561362.0
glare,1567097.0
glass,63559754.0
glaze,1431525.0
gleam,356949.0
glean,232952.0
glide,1731344.0
glint,272373.0
gloat,113594.0
globe,14554904.0
gloom,878018.0
glory,13158826.0
gloss,3426618.0
glove,4714578.0
glyph,632257.0
gnash,60339.0
gnome,12609820.0
godly,725475.0
going,155284081.0
golem,444797.0
golly,329846.0
gonad,95676.0
goner,80810.0
goody,733518.0
gooey,335656.0
goofy,1187234.0
goose,3739382.0
gorge,1950264.0
gouge,240551.0
gourd,502106.0
grace,17642126.0
grade,54275130.0
graft,1576259.0
grail,1122474.0
grain,10244623.0
grand,56599468.0
grant,47609624.0
grape,3638159.0
graph,15526746.0
grasp,3270025.0
grass,12868953.0
grate,672155.0
grave,6929008.0
gravy,1441099.0
graze,364990.0
great,301487430.0
greed,1997460.0
green,108287905.0
greet,1784219.0
grief,4552843.0
grill,10254124.0
grime,514156.0
grimy,139160.0
grind,2482307.0
gripe,545043.0
groan,473578.0
groin,784476.0
groom,2637912.0
grope,160148.0
gross,16440590.0
group,321842984.0
grout,628986.0
grove,15189493.0
growl,461820.0
grown,13931521.0
gruel,82196.0
gruff,237505.0
grunt,616546.0
guard,21137924.0
guava,259541.0
guess,28743465.0
guest,55293215.0
guide,213378807.0
guild,7923630.0
guile,1026260.0
guilt,3623942.0
guise,767344.0
gulch,647573.0
gully,800734.0
gumbo,467464.0
gummy,281705.0
guppy,233792.0
gusto,512932.0
gusty,202515.0
gypsy,2201227.0
habit,4880657.0
hairy,19060619.0
halve,240290.0
handy,7936655.0
happy,63471922.0
hardy,4748572.0
harem,435962.0
harpy,107008.0
harry,33867934.0
harsh,4087715.0
haste,1059853.0
hasty,700024.0
hatch,3896261.0
hater,467834.0
haunt,985188.0
haute,1863024.0
haven,10569212.0
havoc,1692191.0
hazel,2841268.0
heady,434375.0
heard,45436523.0
heart,90249265.0
heath,6139151.0
heave,296454.0
heavy,37668153.0
hedge,4041429.0
hefty,905281.0
heist,419629.0
helix,2921411.0
hello,32960381.0
hence,14992334.0
heron,1576813.0
hilly,511265.0
hinge,1758893.0
hippo,1146063.0
hippy,608617.0
hitch,2730000.0
hoard,433375.0
hobby,8237250.0
hoist,905107.0
holly,6834032.0
homer,4281428.0
honey,9978043.0
honor,16787246.0
horde,3026646.0
horny,12363955.0
horse,58453720.0
hotel,297974790.0
hotly,364264.0
hound,2228633.0
house,231310420.0
hovel,76694.0
hover,1553261.0
howdy,726642.0
human,160573748.0
humid,1026485.0
humor,18085495.0
humph,60767.0
humus,186734.0
hunch,327195.0
hunky,279599.0
hurry,3536968.0
husky,1606901.0
hussy,85775.0
hutch,1373107.0
hydro,3725464.0
hyena,268889.0
hymen,341598.0
hyper,3153749.0
icily,21127.0
icing,1277602.0
ideal,26036289.0
idiom,554390.0
idiot,4635830.0
idler,358013.0
idyll,120651.0
igloo,397625.0
iliac,181298.0
image,197874283.0
imbue,105068.0
impel,86447.0
imply,4491299.0
inane,319343.0
inbox,5845223.0
incur,1984112.0
index,242826246.0
inept,458533.0
inert,935898.0
infer,1104540.0
ingot,234052.0
inlay,965778.0
inlet,3433125.0
inner,17552078.0
input,57191675.0
inter,15269346.0
intro,11938092.0
ionic,1808092.0
irate,256072.0
irony,2212193.0
islet,488105.0
issue,128427156.0
itchy,1181967.0
ivory,7146685.0
jaunt,180434.0
jazzy,849457.0
jelly,3698541.0
jerky,763325.0
jetty,765224.0
jewel,5603871.0
jiffy,475865.0
joint,38827057.0
joist,194739.0
joker,1492319.0
jolly,2522092.0
joust,160309.0
judge,30905832.0
juice,10973425.0
juicy,3778910.0
jumbo,3237095.0
jumpy,168187.0
junta,629394.0
junto,128329.0
juror,837876.0
kappa,2793667.0
karma,6862407.0
kayak,2628993.0
kebab,248067.0
khaki,1481504.0
kinky,3254161.0
kiosk,1808146.0
kitty,6414935.0
knack,616898.0
knave,149542.0
knead,235592.0
kneed,71162.0
kneel,417602.0
knelt,429464.0
knife,11297715.0
knock,5196013.0
knoll,965905.0
known,86395556.0
koala,922217.0
krill,208654.0
label,41359857.0
labor,37866418.0
laden,5964620.0
ladle,372653.0
lager,1050146.0
lance,5509634.0
lanky,146488.0
lapel,1119712.0
lapse,1459542.0
large,165863763.0
larva,462298.0
lasso,573529.0
latch,1777882.0
later,84857974.0
lathe,1073261.0
latte,783412.0
laugh,9822471.0
layer,26912270.0
leach,1516929.0
leafy,704018.0
leaky,650957.0
leant,101406.0
leapt,411241.0
learn,179428286.0
lease,17180592.0
leash,1310125.0
least,111229798.0
leave,70957750.0
ledge,1157598.0
leech,698609.0
leery,168700.0
lefty,978333.0
legal,142048771.0
leggy,182670.0
lemon,9066930.0
lemur,287912.0
leper,200592.0
level,202563642.0
lever,3566558.0
libel,866830.0
liege,598284.0
light,126699632.0
liken,132264.0
lilac,1738684.0
limbo,847468.0
limit,38290292.0
linen,4960413.0
liner,4486145.0
lingo,1055245.0
lipid,2662396.0
lithe,135670.0
liver,12139363.0
livid,270785.0
llama,1033922.0
loamy,138014.0
loath,151677.0
lobby,6887477.0
local,270742935.0
locus,3009222.0
lodge,21541130.0
lofty,1018661.0
logic,23989892.0
login,144200144.0
loopy,263368.0
loose,12556710.0
lorry,549887.0
loser,2529180.0
louse,178544.0
lousy,1095083.0
lover,9234545.0
lower,72606927.0
lowly,543486.0
loyal,4498834.0
lucid,1105349.0
lucky,14053901.0
lumen,710305.0
lumpy,296904.0
lunar,3611744.0
lunch,20807419.0
lunge,199129.0
lupus,1538621.0
lurch,204983.0
lurid,226354.0
lusty,702157.0
lying,8260845.0
lymph,1781845.0
lynch,4920597.0
lyric,6970278.0
macaw,261749.0
macho,797523.0
macro,9885853.0
madam,2023575.0
madly,545418.0
mafia,2666020.0
magic,36676771.0
magma,992528.0
maize,2222076.0
major,122592252.0
maker,16635947.0
mambo,5164902.0
mamma,1368416.0
mammy,145805.0
manga,12774174.0
mange,250483.0
mango,2171900.0
mangy,55682.0
mania,3688699.0
manic,1448525.0
manly,1260481.0
manor,7084688.0
maple,9704551.0
march,158281269.0
marry,4388137.0
marsh,5073104.0
mason,9461838.0
masse,515818.0
match,53532481.0
matey,104596.0
mauve,589931.0
maxim,3820484.0
maybe,51895609.0
mayor,15030847.0
mealy,116752.0
meant,17832930.0
meaty,395095.0
mecca,1298392.0
medal,7747036.0
media,216432510.0
medic,1122716.0
melee,1034523.0
melon,1355214.0
mercy,6831149.0
merge,5961585.0
merit,6450895.0
merry,6367037.0
metal,56181783.0
meter,22874915.0
metro,18738665.0
micro,22219932.0
midge,308737.0
midst,3381410.0
might,123196001.0
milky,1515925.0
mimic,1187154.0
mince,328039.0
miner,2264812.0
minim,165667.0
minor,29782623.0
minty,218953.0
minus,7025364.0
mirth,381439.0
miser,222219.0
missy,1925451.0
mocha,933522.0
modal,1718570.0
model,161205740.0
modem,15984492.0
mogul,753098.0
moist,2140516.0
molar,650262.0
moldy,208515.0
money,190205072.0
month,123027963.0
moody,3776452.0
moose,3581329.0
moral,13643598.0
moron,1017416.0
morph,759670.0
mossy,470059.0
motel,9170238.0
motif,2961524.0
motor,40615655.0
motto,1894147.0
moult,75151.0
mound,2259654.0
mount,36648260.0
mourn,779010.0
mouse,33667003.0
mouth,22880351.0
mover,2309084.0
movie,158421100.0
mower,1579636.0
mucky,111308.0
mucus,600467.0
muddy,1860188.0
mulch,833160.0
mummy,1878933.0
munch,699127.0
mural,1367338.0
murky,532036.0
mushy,275321.0
music,414028837.0
musky,177529.0
musty,237343.0
myrrh,294893.0
nadir,353146.0
naive,1848489.0
nanny,3025474.0
nasal,2536094.0
nasty,7434847.0
natal,3010028.0
naval,8091649.0
navel,1503077.0
needy,1636137.0
neigh,211412.0
nerdy,431324.0
nerve,6567418.0
never,149556758.0
newer,7122879.0
newly,21102330.0
nicer,1239249.0
niche,3999108.0
niece,1151039.0
night,130531484.0
ninja,4439780.0
ninny,38726.0
ninth,4390562.0
noble,12604679.0
nobly,118764.0
noise,25171520.0
noisy,3722908.0
nomad,1422041.0
noose,378201.0
north,217809513.0
nosey,132182.0
notch,3302495.0
novel,21821189.0
nudge,942601.0
nurse,16772151.0
nutty,686428.0
nylon,10410171.0
nymph,697326.0
oaken,69075.0
obese,1673406.0
occur,24679212.0
ocean,31928741.0
octal,557500.0
octet,2280607.0
odder,60826.0
oddly,1385252.0
offal,194416.0
offer,126228968.0
often,92551460.0
olden,318215.0
older,44222089.0
olive,9298184.0
ombre,243069.0
omega,10289113.0
onion,6384730.0
onset,3858839.0
opera,18225169.0
opine,103450.0
opium,1330299.0
optic,4558869.0
orbit,5389062.0
order,336631187.0
organ,9077449.0
other,978481319.0
otter,1662335.0
ought,7523238.0
ounce,3268355.0
outdo,146433.0
outer,11245167.0
outgo,34007.0
ovary,1003163.0
ovate,143727.0
overt,871540.0
ovine,146663.0
ovoid,105072.0
owing,2399321.0
owner,58189056.0
oxide,5321340.0
ozone,5865280.0
paddy,1668962.0
pagan,3805644.0
paint,21926890.0
paler,152772.0
palsy,1409502.0
panel,53784382.0
panic,6396440.0
pansy,420775.0
papal,754586.0
paper,134939426.0
parer,38034.0
parka,688453.0
parry,1371591.0
parse,3698919.0
party,144707500.0
pasta,5855460.0
paste,8913055.0
pasty,231237.0
patch,39999745.0
patio,7627536.0
patsy,1064602.0
patty,2339693.0
pause,4606318.0
payee,611882.0
payer,1439009.0
peace,47856201.0
peach,3938068.0
pearl,18707334.0
pecan,1118027.0
pedal,3763705.0
penal,1467202.0
pence,1009358.0
penne,400010.0
penny,7162062.0
perch,1235177.0
peril,1258951.0
perky,1360009.0
pesky,619402.0
pesto,521625.0
petal,895903.0
petty,3195594.0
phase,40722940.0
phone,256643812.0
phony,765758.0
photo,227125249.0
piano,19419956.0
picky,711200.0
piece,44298807.0
piety,595389.0
piggy,1053871.0
pilot,21909830.0
pinch,2082769.0
piney,394672.0
pinky,672775.0
pinto,1108872.0
piper,3346631.0
pique,664313.0
pitch,9800556.0
pithy,194285.0
pivot,1734444.0
pixel,8813200.0
pixie,1037554.0
pizza,14763787.0
place,220970235.0
plaid,1679093.0
plain,23747230.0
plait,103227.0
plane,17799728.0
plank,1265284.0
plant,53247607.0
plate,24275560.0
plaza,14274314.0
plead,1125870.0
pleat,266830.0
plied,243191.0
plier,260940.0
pluck,891481.0
plumb,631703.0
plume,1269109.0
plump,3386553.0
plunk,106835.0
plush,4692870.0
poesy,62166.0
point,175527859.0
poise,339263.0
poker,129054826.0
polar,7715471.0
polka,1242601.0
polyp,197981.0
pooch,348386.0
poppy,1805254.0
porch,3420626.0
poser,1361002.0
posit,292597.0
posse,1038358.0
pouch,4023912.0
pound,13620117.0
pouty,69818.0
power,226596368.0
prank,825027.0
prawn,510828.0
preen,73524.0
press,179652730.0
price,501651226.0
prick,891337.0
pride,14428078.0
pried,82841.0
prime,38308402.0
primo,912120.0
print,178250872.0
prior,62949059.0
prism,2648058.0
privy,742055.0
prize,16204739.0
probe,9643801.0
prone,3001079.0
prong,1059042.0
proof,26305059.0
prose,3085898.0
proud,17167504.0
prove,16046788.0
prowl,343421.0
proxy,10773043.0
prude,93351.0
prune,688443.0
psalm,2220027.0
pubic,923627.0
pudgy,89451.0
puffy,3488647.0
pulpy,41088.0
pulse,18893735.0
punch,6872844.0
pupal,68283.0
pupil,4167137.0
puppy,6662287.0
puree,438733.0
purer,145370.0
purge,1366135.0
purse,5488891.0
pushy,255990.0
putty,1065017.0
pygmy,421975.0
quack,484886.0
quail,1278967.0
quake,4544481.0
qualm,34744.0
quark,2286617.0
quart,2002127.0
quash,204823.0
quasi,2804115.0
queen,32366847.0
queer,2717979.0
quell,292803.0
query,31284313.0
quest,14258533.0
queue,7398569.0
quick,85584600.0
quiet,16746894.0
quill,790160.0
quilt,5187075.0
quirk,444069.0
quite,58777731.0
quota,3245515.0
quote,139242226.0
quoth,282770.0
rabbi,3488700.0
rabid,612676.0
racer,3625077.0
radar,14982375.0
radii,575939.0
radio,113285624.0
rainy,2469088.0
raise,21099943.0
rajah,157089.0
rally,9155530.0
ralph,12190683.0
ramen,373754.0
ranch,10539650.0
randy,8110369.0
range,128314924.0
rapid,19070672.0
rarer,296244.0
raspy,105094.0
ratio,26457942.0
ratty,148678.0
raven,4630541.0
rayon,934490.0
razor,3451657.0
reach,35687918.0
react,4126376.0
ready,62667516.0
realm,6122762.0
rearm,45604.0
rebar,281535.0
rebel,6527810.0
rebus,227042.0
rebut,235254.0
recap,2861982.0
